Ruc,Empresa,Establecimiento,Giro,Resolución,Código Sala,Vigencia,Dirección,Distrito,Provincia,Departamento
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,SALA CAJAMARCA 1,,1580,120511071,28/06/2027,Jr. AMALIA PUGA No. 424 y Jr. TARAPACA No. 786,CAJAMARCA,CAJAMARCA,CAJAMARCA
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,SALA SAN JUAN 6,,1048,120511072,17/07/2025,"Av. VARGAS MACHUCA, ZONA B No. 336",SAN JUAN DE MIRAFLORES,LIMA,LIMA
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,SAN JUAN 4,,2027,120511073,18/07/2026,Av. LOS HEROES No. 1180 - 1180 A,SAN JUAN DE MIRAFLORES,LIMA,LIMA
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,BARRANCO 1,,75,120511074,13/01/2027,Av. GRAU No. 421 - 423,BARRANCO,LIMA,LIMA
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,SALA DOS DE MAYO,,84,120511075,18/01/2026,Av. ALFONSO UGARTE No. 436,LIMA,LIMA,LIMA
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,SAN MARTIN 3,,3670,120511076,28/08/2027,Av. PERU No. 3621 - 3623 - 3625 - 3629,SAN MARTÍN DE PORRES,LIMA,LIMA
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,SALA TARAPOTO 5,,1984,120511077,19/05/2027,Jr. JIMENEZ PIMENTEL No. 456,TARAPOTO,SAN MARTÍN,SAN MARTÍN
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,TARAPOTO 4,,1873,120511078,21/11/2026,Jr. JIMENEZ PIMENTEL No. 117,TARAPOTO,SAN MARTÍN,SAN MARTÍN
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,TARAPOTO 3,,3177,120511079,25/07/2027,Jr. SAN MARTIN No. 180,TARAPOTO,SAN MARTÍN,SAN MARTÍN
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,SALA SULLANA 1,,3104,120511080,18/07/2027,Av. SAN MARTIN No. 590,SULLANA,SULLANA,PIURA
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,IQUITOS 2,,3125,120511081,25/07/2027,Jr. NAPO No. 302 - 308 - 312,IQUITOS,MAYNAS,LORETO
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,SALA TUMBES 3,,1784,120511082,7/07/2026,Av. TUMBES No. 229 - 231,TUMBES,TUMBES,TUMBES
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,ICA 2,,3118,120511083,13/03/2027,Av. MUNICIPALIDAD No. 100 - 104 - 110 - 114,ICA,ICA,ICA
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,SALA SAN MARTIN 4,,1397,120511084,29/06/2026,Av. PERU No. 1758,SAN MARTÍN DE PORRES,LIMA,LIMA
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,ICA 1,,2327,120511085,5/06/2027,Av. GRAU No. 385 - 389,ICA,ICA,ICA
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,SALA ZARATE 4,,372,120511086,2/02/2027,Av. GRAN CHIMU No. 653,SAN JUAN DE LURIGANCHO,LIMA,LIMA
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,SALA TUMBES 1,,1786,120511088,30/06/2026,Av. TUMBES NORTE No. 265 - 271,TUMBES,TUMBES,TUMBES
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,SAN MARTIN 5,,3707,120511089,28/08/2027,Av. PERU No. 3634,SAN MARTÍN DE PORRES,LIMA,LIMA
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,SALA ELIO,,103,120511092,23/05/2026,Av. REYNALDO SAAVEDRA PIÑON No. 2615 - 2617,LIMA,LIMA,LIMA
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,SALA COLONIAL,,182,120511093,26/01/2026,Av. OSCAR R. BENAVIDES No. 3112,BELLAVISTA,PROV. CONST. DEL CALLAO,CALLAO
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,TRUJILLO 1,,001106,120511096,29/04/2026,Av. CESAR VALLEJO No. 237,TRUJILLO,TRUJILLO,LA LIBERTAD
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,TRUJILLO 2,,3048,120511101,17/07/2027,Jr. GRAU No. 467,TRUJILLO,TRUJILLO,LA LIBERTAD
20530811001,NEVADA ENTRETENIMIENTOS S.A.C.,VENTANILLA 3,,300,120511102,16/03/2027,"Av. AYACUCHO, LT. 20 AGRUPAMIENTO MI PERU Mz. A - A",VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO
20531543280,HUNG Y YONG S.A.C.,PICHANAKI,,1407,120515003,14/04/2027,Jr. 24 DE SETIEMBRE No. 717,PICHANAQUI,CHANCHAMAYO,JUNÍN
20531543280,HUNG Y YONG S.A.C.,MILANO,,4311,120515005,3/10/2027,Jr. TARMA No. 217,CHANCHAMAYO,CHANCHAMAYO,JUNÍN
20508585293,INVERSIONES RECREATIVOS GUERRERO S.A.C.,EL TESORO,,002621-2023,120526003,22/06/2027,Jr. 28 DE JULIO No. 240,AYACUCHO,HUAMANGA,AYACUCHO
20510630239,NEGOCIACIONES Y REPRESENTACIONES AMILUZ S.A.C.,DOLPHINS,,005045,120527003,23/11/2027,Otro SECTOR 2 MZ. N GRUPO 9 Lt. 1,VILLA EL SALVADOR,LIMA,LIMA
20509252000,MILLENNIUM GAME S.A.C.,SALA DE JUEGOS WINGS,,1585,120547001,17/06/2026,Calle PUNO No. 339 - 339,BELLAVISTA,SULLANA,PIURA
20509252000,MILLENNIUM GAME S.A.C.,WINGS,,1251,120547002,24/06/2026,Av. LAS VIOLETAS No. 758 - 760 - 762,INDEPENDENCIA,LIMA,LIMA
20452721172,INVERSIONES ARMEL S.A.C.,FORTUNA,,3086,120578001,18/07/2027,"SAENZ PEÑA, MZ. R LT. 7 BARRIO CERCADO Mz. 108 - 110 - 112 - 114",HUANTA,HUANTA,AYACUCHO
20505155751,GAMING Y SOLUCIONES S.A.C.,GOOD LUCK,REST. 5TT,001719 - 2020,120579006,21/12/2025,OLAYA MZ. M Lt. 22,URACA,CASTILLA,AREQUIPA
20463145734,MESAC SLOT S.A.C.,TRAGAMONEDAS LAS MALVINAS,,001557,120588003,14/11/2027,Av. ARGENTINA No. 194,LIMA,LIMA,LIMA
20463145734,MESAC SLOT S.A.C.,REAL SLOT,,004188,120588004,7/02/2027,Av. BOLIVIA No. 110,LIMA,LIMA,LIMA
20463145734,MESAC SLOT S.A.C.,SLOT AND FIESTA,,002351,120588005,16/12/2025,Av. 28 DE JULIO No. 325 y Calle JOSE T. GARCIA No. 118,HUACHO,HUAURA,LIMA
20463145734,MESAC SLOT S.A.C.,SLOT AND FIESTA,,000614-2024,120588007,8/02/2028,Av. TUPAC AMARU No. 1017,COMAS,LIMA,LIMA
20463145734,MESAC SLOT S.A.C.,SLOT AND FIESTA,,001988,120588008,19/09/2026,Av. TORIBIO DE LUZURIAGA No. 557,HUARAZ,HUARAZ,ÁNCASH
20513831847,INVERSIONES Y RECREACIONES REYMAR S.A.C.,DOLPHINS,,160 - 2024,120590001,16/01/2028,Av. TUPAC AMARU No. 6651,COMAS,LIMA,LIMA
20507722092,GLADYS Y FRANCISCO S.A.C.,COMAS SLOT,,002208,120600002,29/05/2027,Av. TUPAC AMARU No. 3852 - 3854,COMAS,LIMA,LIMA
20513478896,AUROM S.A.C.,EL GANADOR 2,,000351,120614001,21/09/2027,Av. GUILLERMO DE LA FUENTE No. 360 - 362,COMAS,LIMA,LIMA
20531521987,NEGOCIACIONES E INVERSIONES DORAL S.A.C.,VILLA FORTUNA,,3817 - 2024,120615002,10/07/2028,Calle SAN MARTIN No. 736 y Calle ZELA No. 741,TACNA,TACNA,TACNA
20531521987,NEGOCIACIONES E INVERSIONES DORAL S.A.C.,PARE2 & N9NES,,367 - 2025,120615003,21/01/2029,Calle MERCADERES No. 202 - 208,AREQUIPA,AREQUIPA,AREQUIPA
20531521987,NEGOCIACIONES E INVERSIONES DORAL S.A.C.,PARES Y NONES CUSCO,,5146 - 2024,120615004,3/09/2028,Calle MESON DE LA ESTRELLA No. 124,CUSCO,CUSCO,CUSCO
20531521987,NEGOCIACIONES E INVERSIONES DORAL S.A.C.,VILLA FORTUNA - ILO,,1509 - 2025,120615005,4/03/2029,Av. MARIANO LINO URQUIETA No. 200 - 202,ILO,ILO,MOQUEGUA
20531521987,NEGOCIACIONES E INVERSIONES DORAL S.A.C.,VILLA FORTUNA,,1595,120615006,27/09/2025,Calle SAN JUAN DE DIOS No. 112 - 114,AREQUIPA,AREQUIPA,AREQUIPA
20511943575,INVERSIONES NAPAN S.R.L,TIO RICO I,,002502,120623001,15/06/2027,Av. CAQUETÁ No. 1160 - 1170,RÍMAC,LIMA,LIMA
20511943575,INVERSIONES NAPAN S.R.L,TIO RICO III,,002710,120623003,28/06/2028,Av. MÉXICO No. 1691,LA VICTORIA,LIMA,LIMA
20530926592,GAME M & A S.A.C.,CLUB GAME 777,,004513,120624001,17/10/2027,"Otro PROYECTO INTEGRAL CHAVARRIA ZONA II, MZ.A Lt. 5",LOS OLIVOS,LIMA,LIMA
20486254441,SALTADITAS DE LA SUERTE S.A.C.,SUN CITY - ELIO,,003733,120625002,25/11/2026,Av. REYNALDO SAAVEDRA PINON No. 2683,LIMA,LIMA,LIMA
20486254441,SALTADITAS DE LA SUERTE S.A.C.,SUN CITY,,003011,120625003,14/06/2027,Av. ANGAMOS ESTE No. 830 - 840,SURQUILLO,LIMA,LIMA
20493364899,INVERSIONES RIO AMAZONAS S.A.C.,SAFARI,,002839,120654001,20/06/2027,Jr. NAPO No. 118 - 128,IQUITOS,MAYNAS,LORETO
20493364899,INVERSIONES RIO AMAZONAS S.A.C.,EL PARRAL,,002354-2023,120654002,7/06/2027,Calle ARICA No. 158,IQUITOS,MAYNAS,LORETO
20493364899,INVERSIONES RIO AMAZONAS S.A.C.,FORTUNA,,002929-2023,120654003,12/07/2027,Calle MARISCAL CASTILLA No. 108,YURIMAGUAS,ALTO AMAZONAS,LORETO
20258385994,CASTILLO DE ORO S.A.,CASTILLO DE ORO,,4179,120676001,25/09/2027,Av. SAENZ PEÑA No. 506,CALLAO,PROV. CONST. DEL CALLAO,CALLAO
20258385994,CASTILLO DE ORO S.A.,MR. MONEDA,,001243,120676003,12/05/2026,Av. ABANCAY No. 1109,LIMA,LIMA,LIMA
20258385994,CASTILLO DE ORO S.A.,SEÑOR BILLETE,,4145,120676004,21/09/2027,Jr. GRAU No. 326,PACHACAMAC,LIMA,LIMA
20495648215,INVERSIONES BALORA S.A.C.,TGM ATLANTIS,,003054-2023,120683002,18/07/2027,Jr. 2 DE MAYO No. 444,CAJAMARCA,CAJAMARCA,CAJAMARCA
20495648215,INVERSIONES BALORA S.A.C.,CALIFORNIA,,002263,120683005,1/06/2027,Av. BALTA No. 240-B,MOQUEGUA,MARISCAL NIETO,MOQUEGUA
20510542968,JUNGLE INVERSIONES S.A.C.,4 ASES,,002045,120684001,18/07/2026,Av. CESAR VALLEJO No. 225,TRUJILLO,TRUJILLO,LA LIBERTAD
20510542968,JUNGLE INVERSIONES S.A.C.,SALA 4 ASES - HUARAL,,001109,120684003,--,Av. CAHUAS No. 449,HUARAL,HUARAL,LIMA
20505328877,LEGUITALIA S.A.C.,BLUE STAR,,005420,120688001,14/12/2027,Av. GIRALDEZ No. 145,HUANCAYO,HUANCAYO,JUNÍN
20511532516,TEXAS GAMING CORPORATION S.A.C.,PHARAOHS CITY,,001154,120694001,23/10/2027,Calle LAS CAOBAS No. 118,LA MOLINA,LIMA,LIMA
20511532516,TEXAS GAMING CORPORATION S.A.C.,RICH & FAMOUS,,001193,120694002,13/10/2027,Jr. LOS FLAMENCOS No. 122,SANTA ANITA,LIMA,LIMA
20530811183,ALPAMAYO INVERSIONES S.A.C.,SALA COMAS 1,,2840,120695001,7/07/2027,Av. TUPAC AMARU No. 4809 - 4815 - 4819 - 4821,COMAS,LIMA,LIMA
20530811183,ALPAMAYO INVERSIONES S.A.C.,COMAS 4,,1076,120695002,22/07/2025,Av. TUPAC AMARU No. 6021 - 6027,COMAS,LIMA,LIMA
20530811183,ALPAMAYO INVERSIONES S.A.C.,SALA SAN MARTIN 1,,4645,120695003,24/10/2027,Av. PERU No. 3098,SAN MARTÍN DE PORRES,LIMA,LIMA
20530811183,ALPAMAYO INVERSIONES S.A.C.,COMAS 3,,1559,120695004,9/06/2026,Av. BELAUNDE OESTE No. 280 - 284,COMAS,LIMA,LIMA
20530811183,ALPAMAYO INVERSIONES S.A.C.,SALA ZARATE 1,,1313,120695005,19/01/2026,Av. GRAN CHIMU No. 868-A,SAN JUAN DE LURIGANCHO,LIMA,LIMA
20530811183,ALPAMAYO INVERSIONES S.A.C.,SALA GAMARRA 1,,997,120695006,28/04/2026,Jr. HIPOLITO UNANUE No. 1675 - 1681,LA VICTORIA,LIMA,LIMA
20530811183,ALPAMAYO INVERSIONES S.A.C.,SALA VILLA 2,,2822,120695007,6/07/2027,Av. JUAN VELASCO ALVARADO 2DO.SECTOR MZ. N Lt. 13,VILLA EL SALVADOR,LIMA,LIMA
20530811183,ALPAMAYO INVERSIONES S.A.C.,SALA TACNA,,1230,120695008,12/08/2025,Calle SAN MARTIN CON CALLE BOLIVAR 518 (ANTES 524) Y 530 No. 549 - 557,TACNA,TACNA,TACNA
20530811183,ALPAMAYO INVERSIONES S.A.C.,CHOSICA 1,,1979,120695009,18/07/2026,Av. 28 DE JULIO No. 289 y Jr. CALLAO No. 178,LURIGANCHO,LIMA,LIMA
20530811183,ALPAMAYO INVERSIONES S.A.C.,BOLIVAR,,000288,120695010,12/07/2025,Av. BOLIVAR No. 1833,PUEBLO LIBRE,LIMA,LIMA
20530811183,ALPAMAYO INVERSIONES S.A.C.,JULIACA 1,,189,120695011,31/05/2026,Jr. SAN ROMAN No. 216,JULIACA,SAN ROMÁN,PUNO
20530811183,ALPAMAYO INVERSIONES S.A.C.,BARRANCA 1,,1972,120695012,13/07/2026,Jr. JOSE GALVEZ No. 245 - 245 - 247 - 247,BARRANCA,BARRANCA,LIMA
20530811183,ALPAMAYO INVERSIONES S.A.C.,IQUITOS 1,,1815,120695013,9/05/2027,Jr. PROSPERO No. 248 - 250,IQUITOS,MAYNAS,LORETO
20530811183,ALPAMAYO INVERSIONES S.A.C.,BARRANCA 3,,882,120695014,10/03/2027,Jr. JOSE GALVEZ No. 201 - 209 - 217,BARRANCA,BARRANCA,LIMA
20530811183,ALPAMAYO INVERSIONES S.A.C.,SALA SAN JUAN 1,,1534,120695015,17/09/2025,Av. LOS HEROES 482-484 No. 484 y Av. LOS HEROES No. 482,SAN JUAN DE MIRAFLORES,LIMA,LIMA
20530811183,ALPAMAYO INVERSIONES S.A.C.,SALA JULIACA 2,,521,120695016,9/03/2026,Av. MARIANO NUÑEZ No. 574,JULIACA,SAN ROMÁN,PUNO
20530811183,ALPAMAYO INVERSIONES S.A.C.,SALA BARRANCA 2,,002402 - 2017,120695017,27/11/2025,Jr. JOSE GALVEZ No. 511 - 511,BARRANCA,BARRANCA,LIMA
20530811183,ALPAMAYO INVERSIONES S.A.C.,SALA HUACHO 2,,1208,120695018,10/08/2025,Calle COLON No. 102,HUACHO,HUAURA,LIMA
20530811183,ALPAMAYO INVERSIONES S.A.C.,SAN MARTIN 2,,705,120695019,27/02/2027,PERU No. 1800 - 1804,SAN MARTÍN DE PORRES,LIMA,LIMA
20530811183,ALPAMAYO INVERSIONES S.A.C.,HUARAZ 1,,1766,120695020,7/07/2026,Av. LUZURIAGA No. 570,HUARAZ,HUARAZ,ÁNCASH
20530811183,ALPAMAYO INVERSIONES S.A.C.,HUACHO 3,,1143,120695021,18/05/2026,ECHENIQUE No. S/N y GRAU No. 596,HUACHO,HUAURA,LIMA
20530811183,ALPAMAYO INVERSIONES S.A.C.,PUCALLPA 1,,2492,120695022,14/06/2027,UCAYALI No. 315 - 329,CALLERIA,CORONEL PORTILLO,UCAYALI
20530811183,ALPAMAYO INVERSIONES S.A.C.,SALA SAN JUAN 2,,761,120695023,7/04/2026,Av. SAN JUAN No. 1159 - 2DO PISO,SAN JUAN DE MIRAFLORES,LIMA,LIMA
20530811183,ALPAMAYO INVERSIONES S.A.C.,SAN JUAN 3,,1163,120695024,19/05/2026,LOS HEROES No. 564,SAN JUAN DE MIRAFLORES,LIMA,LIMA
20530811183,ALPAMAYO INVERSIONES S.A.C.,PUCALLPA 2,,3815,120695025,1/09/2027,Jr. UCAYALI No. 744,CALLERIA,CORONEL PORTILLO,UCAYALI
20530811183,ALPAMAYO INVERSIONES S.A.C.,HUANCAYO,,1383,120695026,22/07/2026,Av. GIRALDEZ No. 221 - 221,HUANCAYO,HUANCAYO,JUNÍN
20513838345,WINNER GAME S.A.C.,QUEEN'S,,003834,120697001,9/05/2027,Jr. LEONCIO PRADO No. 875,MAGDALENA DEL MAR,LIMA,LIMA
20530926673,LAS VEGAS DE HUARI S.A.C.,BOCANEGRA,,003169-2023,120709001,12/10/2027,Av. BOCA NEGRA Mz. Ñ Lt. 24,CALLAO,PROV. CONST. DEL CALLAO,CALLAO
20486276763,BEST BUSINESS S.A.C.,KEOP'S,,1387,120714001,14/04/2027,Av. ANDRES AVELINO CACERES No. 434,SANTA ROSA DE SACCO,YAULI,JUNÍN
20486276763,BEST BUSINESS S.A.C.,TESORO DE SIPAN,,644,120714002,10/10/2027,Calle DARIO LEON No. 257,LA OROYA,YAULI,JUNÍN
20510550553,EPIC ENTERTAINMENT PERU S.A.C.,JIRON DE LA UNION,,001142,120726001,26/07/2025,Jr. DE LA UNION No. 846,LIMA,LIMA,LIMA
20510550553,EPIC ENTERTAINMENT PERU S.A.C.,SAN LUIS,,001401,120726003,25/05/2026,Av. SAN LUIS No. 2007,SAN BORJA,LIMA,LIMA
20486353342,JUEGO Y AVENTURA REAL S.A.C.,PALACIO REAL MOCHE,,3596 - 2025,120741001,3/06/2029,Av. VELASCO ASTETE No. 2025,SANTIAGO DE SURCO,LIMA,LIMA
20510522266,J.B.H.R S.A.C.,4 ASES,,002044,120746001,18/07/2026,Av. TORIBIO LUZURIAGA No. 624,HUARAZ,HUARAZ,ÁNCASH
20510522266,J.B.H.R S.A.C.,4 ASES - CAÑETE,,001316,120746002,3/06/2026,Jr. FRANCISCO BOLOGNESI No. 131,SAN VICENTE DE CAÑETE,CAÑETE,LIMA
20498972943,ELECTROTEC GAMING & SERVICE S.A.C.,VILLA SLOT,,3642,120749001,24/08/2027,Av. VILLA MARIA No. 572 - 576,VILLA MARÍA DEL TRIUNFO,LIMA,LIMA
20486353181,INVERSIONES ANDEAN DEL CENTRO S.A.C.,WIN´S,,002024-2023,120756001,20/05/2027,Av. MEXICO No. 630 - 642,LA VICTORIA,LIMA,LIMA
20486353181,INVERSIONES ANDEAN DEL CENTRO S.A.C.,WIN HOUSE,,003236,120756004,24/10/2026,Jr. ALMIRANTE GUISSE No. 1500,LINCE,LIMA,LIMA
20527361291,SALON DE JUEGOS IMPERIAL SUR S.A.C.,SALON DE JUEGOS IMPERIAL SUR - DESAGUADERO,,762,120763001,22/05/2027,Av. PANAMERICANA No. 369,DESAGUADERO,CHUCUITO,PUNO
20452702381,MAMANENA GROUP S.A.C,PLAYTRONICS,,000470 - 2020,120772001,--,Av. MUNICIPALIDAD No. 228,ICA,ICA,ICA
20510359764,JUEGOS BORGOÑO S.A.C.,LA CABAÑA DE ORO,,1016,120780001,--,Otro MZ. C LT. 1 Mz. MZ. C LT. 1,LURIN,LIMA,LIMA
20510359764,JUEGOS BORGOÑO S.A.C.,TROPICAL,,4336 - 2025,120780002,17/06/2029,Otro Mz. D Lt. 3 - 7,LURIN,LIMA,LIMA
20513160373,INVERSIONES TAURINAS NUEVO MUNDO S.A.C.,REAL TRAGAMONEDAS 777,,001722,120784001,13/10/2025,Av. SAN JUAN No. 1055 - 1057,SAN JUAN DE MIRAFLORES,LIMA,LIMA
20513160373,INVERSIONES TAURINAS NUEVO MUNDO S.A.C.,REAL TRAGAMONEDAS 777,,000939,120784002,26/01/2026,Av. SAN JUAN No. 1092 - 1094,SAN JUAN DE MIRAFLORES,LIMA,LIMA
20513160373,INVERSIONES TAURINAS NUEVO MUNDO S.A.C.,BELLA LUNA 777,,003355,120784005,4/11/2025,Av. ANGAMOS No. 858 - 864,SURQUILLO,LIMA,LIMA
20515207776,WORLD GAMES,FIORI 777,,443,120787001,19/07/2027,MIGUEL ANGEL MZ Z Lt. 9,SAN MARTÍN DE PORRES,LIMA,LIMA
20509347051,INVERSIONES MINIMAX S.A.C.,EL PACIFICO,,005699,120791001,30/12/2027,Av. MIGUEL GRAU No. 274 - 276,VIRU,VIRÚ,LA LIBERTAD
20486133733,INVERSIONES GESTIONES Y SERVICIOS J & B S.C.R.L.,PARADISE,,003819,120792003,30/11/2026,Jr. PUNO No. 554,HUANCAYO,HUANCAYO,JUNÍN
20454390114,INVERSIONES TENIENTE BROTHERS S.A.C.,EL DORADO,,2165,120793001,4/10/2026,Av. VIDAURRAZAGA S/N MZ. B Lt. 10 - 10 - 11 - 11 - 9 - 9,JOSÉ LUIS BUSTAMANTE Y RIVERO,AREQUIPA,AREQUIPA
20454109512,INVERSIONES NORTE SUR S.A.C.,GRAN AVELINO,,4647,120796001,24/10/2027,Otro VISTA HERMOZA No. G-04,JOSÉ LUIS BUSTAMANTE Y RIVERO,AREQUIPA,AREQUIPA
20454109512,INVERSIONES NORTE SUR S.A.C.,MONTECARLO,,3103,120796002,18/07/2027,Av. TENIENTE FERRE No. 206,MIRAFLORES,AREQUIPA,AREQUIPA
20513537221,COOL GAMES S.A.C.,GRAN VIA,,602,120797001,10/09/2027,Av. GRAU No. 123 - 127 - 129 y Av. PASEO DE LA REPUBLICA No. 293,LIMA,LIMA,LIMA
20454456581,EL PARAISO DE LA SUERTE S.A.C.,EL PARAISO DE LA SUERTE,,776,120798001,7/04/2026,Av. VIDAURRAZAGA TIENDA 11-A No. S/N,JOSÉ LUIS BUSTAMANTE Y RIVERO,AREQUIPA,AREQUIPA
20513602490,INVERSIONES ZIYI S.A.C.,GIRASOL,,1891,120799001,19/10/2027,Av. SAN JUAN No. 1058,SAN JUAN DE MIRAFLORES,LIMA,LIMA
20510171706,INVERSIONES Y SERVICIOS EL BASHA S.A.C.,SALON DE JUEGOS BLACK JACK,,3197,120806001,21/10/2026,Av. BAUZATE Y MEZA No. 1489,LA VICTORIA,LIMA,LIMA
20512946292,NOVELLUS S.A.C.,GOLDEN BAY,,437,120812004,8/09/2027,Jr. LEONCIO PRADO No. 845,MAGDALENA DEL MAR,LIMA,LIMA
20512231790,COMPAÑIA DE NEGOCIOS & JUEGOS S.A.C.,SALA DE JUEGOS UCAYALI,,002792,120814001,14/02/2027,Jr. UCAYALI No. 844,CALLERIA,CORONEL PORTILLO,UCAYALI
20510632444,INVERSIONES MARGIAN S.A.C.,EKEKO,,004032 - 2019,120819001,--,Jr. PABLO PATRON No. 350,LA VICTORIA,LIMA,LIMA
20447700086,SOLIN DORADO S.A.C.,TRAGAMONEDAS ANTHONY,,001315,120822002,10/04/2027,Av. UNION MZA. U Lt. 2 - 2A,MAJES,CAYLLOMA,AREQUIPA
20397684700,INVERSIONES COSTA NORTE S.C.R.L.,FARAON DE JULIACA,,005166,120825001,30/11/2027,SAN ROMÁN No. 248,JULIACA,SAN ROMÁN,PUNO
20486311852,PERLA DE LOS ANDES S.C.R.L.,PERLA DE LOS ANDES,,000025 - 2019,120832001,--,Jr. HUANCAVELICA No. 337,TARMA,TARMA,JUNÍN
20513433795,INVERSIONES STARGAMES S.A.C.,BINGO TRAGAMONEDAS MAGDALENA,,002639-2023,120836001,14/07/2027,Jr. BOLOGNESI No. 499 y Jr. LEONCIO PRADO No. 690,MAGDALENA DEL MAR,LIMA,LIMA
20513433795,INVERSIONES STARGAMES S.A.C.,BINGO TRAGAMONEDAS RIMAC,,001741-2023,120836002,19/10/2027,Jr. TRUJILLO No. 315,RÍMAC,LIMA,LIMA
20511841811,CINAKELL GAMING INTERNATIONAL S.A.C.,TRAGAMONEDAS CINAKELL,,3181,120838001,26/07/2027,Calle MARISCAL ORBEGOSO No. 280,BREÑA,LIMA,LIMA
20512503544,INVERSIONES MONO BLANCO S.A.C.,MONO BLANCO,,744,120850001,27/09/2026,Av. JUAN LECAROS No. 110 - 120,PUENTE PIEDRA,LIMA,LIMA
20284645414,B Y R S.R.L.,TRAGAMONEDAS CHANCAY,,002620-2023,120856001,22/06/2027,Calle LOPEZ DE ZUÑIGA No. 298,CHANCAY,HUARAL,LIMA
20515508628,CUATRO TREBOLES S.A.C.,CUATRO TREBOLES,,000177,120857001,12/07/2027,Jr. BERNARDINO ROMERO No. 996-B,SAN JUAN DE MIRAFLORES,LIMA,LIMA
20511208255,FOODTUR S.A.C.,KARIBE,,1878,120859001,12/07/2026,Av. JUAN LECAROS No. 179,PUENTE PIEDRA,LIMA,LIMA
20513020792,NEWPORT CAPITAL S.A.C.,MAGIC CITY,,1215,120868002,--,Av. LA MARINA No. 2027 - 2031,SAN MIGUEL,LIMA,LIMA
20513020792,NEWPORT CAPITAL S.A.C.,COPACABANA,,52,120868003,29/10/2025,Av. AV. BRASIL No. 1601 - 1609 y Av. HUSARES DE JUNIN No. 102 - 108 - 136 - 138D,JESÚS MARÍA,LIMA,LIMA
20513020792,NEWPORT CAPITAL S.A.C.,TROPICANA,,773,120868004,20/12/2025,Av. LOS HEROES No. 505 - 507 y Av. LOS HEROES No. 501 y Av. SAN JUAN No. 1204 - 1206,SAN JUAN DE MIRAFLORES,LIMA,LIMA
20513020792,NEWPORT CAPITAL S.A.C.,SILVER MOON,,910,120868005,--,Av. LA MARINA No. 2400,SAN MIGUEL,LIMA,LIMA
20481357901,CASINOS AMERICA S.A.C.,THE CUPID,,002221-2024,120871001,3/05/2028,Jr. JOSE BALTA No. 878,HUAMACHUCO,SÁNCHEZ CARRIÓN,LA LIBERTAD
20513307811,RECREATIVOS POLA S.A.C.,SUPER GAMES,,002262-2023,120874001,27/06/2027,Jr. CESAR VALLEJO No. 368 - 372,SANTA ANITA,LIMA,LIMA
20455554021,IBIZA ENTRETENIMIENTOS S.A.C.,SALON DE JUEGOS EL DORADO,,000995,121312001,21/04/2027,Av. MUNICIPAL MZ. H Lt. 1-A,MAJES,CAYLLOMA,AREQUIPA
20601751896,RECREATIVOS SAN NICOLAS S.A.C.,SALON BLANCO,REST. 5TT,5422,122113001,14/12/2027,Malecón SAN MARTIN No. 178,PUCUSANA,LIMA,LIMA
20605436022,INVERSIONES MEGA GAMING SAC,SAN JUAN III,REST. 5TT,002066-2024,122368005,10/08/2027,Av. EL MURO MZ. G8 Lt. 14,SAN JUAN DE LURIGANCHO,LIMA,LIMA
20611857803,AMARONE S.A.C.,METROPOLIS,,6893 - 2024,122632001,8/11/2029,Av. LOS HEROES No. 550,SAN JUAN DE MIRAFLORES,LIMA,LIMA
20388082144,LOS ALAMOS MACHINES INVESTMENTS S.A.,MAGIA,REST. 5TT,7979 - 2024,130276008,5/03/2029,Av. CABO ALBERTO REYES 101 MZ. Ñ Lt. 16,HUARMEY,HUARMEY,ÁNCASH
20447700329,RECREATIVOS E INVERSIONES STEFANO S.A.C.,EL PARAISO 777,REST. 5TT,4035 - 2024,130722004,16/07/2029,Av. 28 DE JULIO No. 359,HUACHO,HUAURA,LIMA
20515394789,BELL SLOTS S.A.C.,IMPERIAL,HOTEL ***,3645,130747001,22/11/2026,Av. PEDRO RUIZ No. 1038,CHICLAYO,CHICLAYO,LAMBAYEQUE
